Sr No,MODULE_NAME,SUB_MODULE_NAME,API_path,HTTP_Method,API_name,Contoller_Name,Claim_name,ACTION,Role_name
188,INSTITUTE_MODULE,INSTITUTE,/api/v1/recommend/institute/update-status/{instituteRecommendationRequestId},PUT,,InstituteRecommedPageRequestController.updateInstitueRecommendationStatus,,,
189,INSTITUTE_MODULE,INSTITUTE,/api/v1/institute/service/instituteId/{instituteId},POST,,InstituteService.addInstituteService,,,
190,INSTITUTE_MODULE,INSTITUTE,/api/v1/institute/service/{instituteServiceId},DELETE,,InstituteService.deleteById,,,
191,INSTITUTE_MODULE,INSTITUTE,/api/v1/institute/service/instituteId/{instituteId},GET,,InstituteService.getInstituteServices,,,
192,INSTITUTE_MODULE,INSTITUTE,/api/v1/skill/pageNumber/{pageNumber}/pageSize/{pageSize,GET,,JobSkillInterface.getJobSkills,,,
193,INSTITUTE_MODULE,INSTITUTE,/api/v1/level/,POST,,LevelController.saveLevel,,,
194,INSTITUTE_MODULE,INSTITUTE,/api/v1/level/update/{levelId},PUT,,LevelController.updateLevel,,,
195,INSTITUTE_MODULE,INSTITUTE,/api/v1/level/,GET,,LevelController.getAll,,,
196,INSTITUTE_MODULE,INSTITUTE,/api/v1/level/{levelId},GET,,LevelController.getById,,,
197,INSTITUTE_MODULE,INSTITUTE,/api/v1/category/{category},GET,,LevelController.getByCategory,,,
198,INSTITUTE_MODULE,INSTITUTE,/api/v1/location/entityId/{entityId}/entityType/{entityType},POST,,LocationInterface.saveUpdateLocation,,,
199,INSTITUTE_MODULE,INSTITUTE,/api/v1/location/entityId/{entityId}/entityType/{entityType},GET,,LocationInterface.getLocationByEntityIdAndEntityType,,,
200,INSTITUTE_MODULE,INSTITUTE,/api/v1/institute/{instituteId}/pageNumber/{pageNumber}/pageSize/{pageSize},GET,,OffCampusCourseInterface.getOffCampusCoursesByInstituteId,,,
201,INSTITUTE_MODULE,INSTITUTE,/api/v1/course/{courseId}/partner,POST,,PartnerController.addUpdatePartner,,,
202,INSTITUTE_MODULE,INSTITUTE,/api/v1/course/{courseId}/partner/entityType/{entityType},GET,,PartnerController.getPartnerByEntityType,,,
203,INSTITUTE_MODULE,INSTITUTE,/api/v1/course/{courseId}/partner,DELETE,,PartnerController.deleteCoursePartner,,,
204,INSTITUTE_MODULE,INSTITUTE,/api/v1/course/{courseId}/per-training-review,POST,,PerTrainingReview.saveUpdatePerTrainingReview,,,
205,INSTITUTE_MODULE,INSTITUTE,/api/v1/course/{courseId}/per-training-review,,,PerTrainingReview.getPerTrainingReview,,,
206,INSTITUTE_MODULE,INSTITUTE,/api/v1/course/{courseId}/per-training-review,,,PerTrainingReview.deletePerTrainingReview,,,
207,INSTITUTE_MODULE,INSTITUTE,/api/v1/course/{courseId}/recognition-of-prior-learning,POST,,RecognitionOfPriorLearningInterface.saveUpdateRecognitionOfPriorLearning,,,
208,INSTITUTE_MODULE,INSTITUTE,/api/v1/course/{courseId}/recognition-of-prior-learning,GET,,RecognitionOfPriorLearningInterface.getRecognitionOfPriorLearning,,,
209,INSTITUTE_MODULE,INSTITUTE,/api/v1/course/{courseId}/recognition-of-prior-learning,DELETE,,RecognitionOfPriorLearningInterface.deleteRecognitionOfPriorLearning,,,
210,INSTITUTE_MODULE,INSTITUTE,/api/v1/service/pageNumber/{pageNumber}/pageSize/{pageSize},GET,,ServiceInterface.getAllServices,,,
211,INSTITUTE_MODULE,INSTITUTE,/api/v1/subject//pageNumber/{pageNumber}/pageSize/{pageSize},GET,,SubjectInterface.getAllSubjects,,,
212,INSTITUTE_MODULE,INSTITUTE,/api/v1/timing/entityId/{entityId}/entityType/{entityType},POST,,TimingInterface.saveOrUpdate,,,
213,INSTITUTE_MODULE,INSTITUTE,/api/v1/timing/entityId/{entityId}/entityType/{entityType},GET,,TimingInterface.getTimingByEntityIdAndEntityType,,,
214,INSTITUTE_MODULE,INSTITUTE,/api/v1/course/{courseId}/work-placement-internship,POST,,WorkPlacementInternshipInterface.saveUpdateWorkPlacementInternship,,,
215,INSTITUTE_MODULE,INSTITUTE,/api/v1/course/{courseId}/work-placement-internship,GET,,WorkPlacementInternshipInterface.getWorkPlacementInternship,,,
216,INSTITUTE_MODULE,INSTITUTE,/api/v1/course/{courseId}/work-placement-internship,DELETE,,WorkPlacementInternshipInterface.deleteWorkPlacementInternship,,,
217,INSTITUTE_MODULE,INSTITUTE,/api/v1/addProgramme/{instituteId},POST,,ProgrammeInterface.addProgramme,,,
218,INSTITUTE_MODULE,INSTITUTE,/api/v1/programme/{programId},PUT,,ProgrammeInterface.updateProgramme,,,
219,INSTITUTE_MODULE,INSTITUTE,/api/v1/program/{programId},PUT,,ProgrammeInterface.programs,,,
